,media_name_normalized,count,median_char_len,median_word_count,date_min,date_max,date_span_days,percentage,percentage_cum_sum
19,anews.mx,388,2396.0,383.0,2023-03-25 15:24:04.000,2024-12-30 00:38:48.000,645,0.29155395250976857,86.83198076345055
261,www.elsoldetoluca.com.mx/deportes,386,5838.0,952.0,2023-02-15 17:07:00.000,2024-12-07 21:34:02.000,661,0.2900510970844605,87.122031860535
61,elotroenfoque.mx/,384,2622.5,419.0,2015-06-27 23:33:38.000,2026-05-11 00:00:00.000,3970,0.2885482416591524,87.41058010219416
290,www.lajornadadeoriente.com.mx,372,3227.0,508.0,2023-07-27 17:24:21.000,2026-05-12 10:35:20.000,1019,0.2795311091073039,87.69011121130147
74,esto.com.mx/estadisticas,368,2424.5,421.0,2024-03-13 13:13:34.000,2024-12-29 19:32:49.000,291,0.2765253982566877,87.96663660955817
293,www.lja.mx,347,3220.0,517.0,2013-01-03 14:42:13.000,2026-05-12 00:31:27.000,4876,0.2607454162909528,88.22738202584912
316,www.sinembargo.mx,342,4708.5,765.5,2011-06-03 14:58:35.000,2024-12-29 22:29:58.000,4958,0.2569882777276826,88.48437030357681
55,elindependiente.mx/nacional,338,2979.5,486.5,2024-07-04 01:19:11.000,2026-05-12 06:00:00.000,677,0.25398256687706644,88.73835287045388
80,heraldodemexico.com.mx/elecciones,336,2964.5,476.5,2023-07-01 09:42:15.000,2024-11-26 22:56:11.000,514,0.25247971145175835,88.99083258190564
197,sintesis.com.mx/deportes,331,2963.0,469.0,2022-07-06 00:00:00.000,2026-05-11 00:00:00.000,1405,0.24872257288848812,89.23955515479412
218,www.ambasmanos.mx,329,2461.0,401.0,2002-12-20 00:00:00.000,2026-05-12 00:16:29.000,8544,0.24721971746318006,89.4867748722573
160,notimundo.com.mx/,297,2600.0,414.0,2023-06-24 12:56:00.000,2024-12-19 07:31:44.000,543,0.22317403065825067,89.70994890291556
